Dim,Key,TempoM
4872,4871,0.000239
4882,4881,-0.000107
4892,4891,0.000243
4902,4901,0.000142
4912,4911,8.49999e-05
4922,4921,0.000448
4932,4931,7.8e-05
4942,4941,-0.000123
4952,4951,0.000385
4962,4961,0.000133
4972,4971,1.2e-05
4982,4981,0.000117
4992,4991,3.99991e-06
5002,5001,0.000146
5012,5011,0.000184
5022,5021,0.000412
5032,5031,-0.000254
5042,5041,-0.001103
5052,5051,4.7e-05
5062,5061,0.000118
5072,5071,9.5e-05
5082,5081,-3.79999e-05
5092,5091,5.29999e-05
5102,5101,-1.99999e-05
5112,5111,0.00014
5122,5121,0.000109
5132,5131,8.50001e-05
5142,5141,5.9e-05
5152,5151,6.49999e-05
5162,5161,0.00011
5172,5171,6.7e-05
5182,5181,0.00018
5192,5191,0.000103
5202,5201,7.4e-05
5212,5211,0.000447
5222,5221,0.000171
5232,5231,0.000142
5242,5241,5.8e-05
5252,5251,7.20001e-05
5262,5261,0.000135
5272,5271,6.2e-05
5282,5281,9.90001e-05
5292,5291,0.00051
5302,5301,-0.00021
5312,5311,9.2e-05
5322,5321,9.79999e-05
5332,5331,0.00014
5342,5341,0.000247
5352,5351,-1.6e-05
5362,5361,0.000409
5372,5371,0.000113
5382,5381,8.3e-05
5392,5391,0.000136
5402,5401,0.000335
5412,5411,0.000126
5422,5421,0.000217
5432,5431,9.99996e-06
5442,5441,0.000234
5452,5451,0.000163
5462,5461,0.00013
5472,5471,-3.69999e-05
5482,5481,8.60001e-05
5492,5491,0.000137
5502,5501,0.000156
5512,5511,0.000116
5522,5521,1.7e-05
5532,5531,0.000137
5542,5541,0.000187
5552,5551,-0.000414
5562,5561,0.000122
5572,5571,0.000163
5582,5581,0.000186
5592,5591,9.3e-05
5602,5601,0.000127
5612,5611,0.000192
5622,5621,0.000126
5632,5631,0.000121
5642,5641,0.0001
5652,5651,0.000214
5662,5661,0.000215
5672,5671,0.000135
5682,5681,0.000124
5692,5691,0.000265
5702,5701,2.8e-05
5712,5711,5.80001e-05
5722,5721,0.000162
5732,5731,0.000365
5742,5741,6.80001e-05
5752,5751,1.6e-05
5762,5761,5.80001e-05
5772,5771,0.000645
5782,5781,0.000198
5792,5791,0.000428
5802,5801,-2.9e-05
5812,5811,0.000356
5822,5821,2.5e-05
5832,5831,-0.000318
5842,5841,-0.000111
5852,5851,0.000217
5862,5861,0.000109
5872,5871,0.000166
5882,5881,0.00099
5892,5891,0.000243
5902,5901,4.5e-05
5912,5911,0.000578
5922,5921,-0.000645
5932,5931,0.000614
5942,5941,0.000139
5952,5951,0.000191
5962,5961,0.000182
5972,5971,3.2e-05
5982,5981,7.4e-05
5992,5991,8.7e-05
6002,6001,0.000306
6012,6011,0.000137
6022,6021,9.99999e-05
6032,6031,3.90001e-05
6042,6041,0.000637
6052,6051,-1.00001e-05
6062,6061,0.00022
6072,6071,0.00021
6082,6081,-2.80001e-05
6092,6091,-0.002066
6102,6101,-0.000178
6112,6111,0.000193
6122,6121,0.000117
6132,6131,6.1e-05
6142,6141,6.79999e-05
6152,6151,0.000144
6162,6161,0.000525
6172,6171,0.000142
6182,6181,0.000142
6192,6191,0.000201
6202,6201,-4.10001e-05
6212,6211,9.79999e-05
6222,6221,0.000182
6232,6231,0.000179
6242,6241,0.000115
6252,6251,9.2e-05
6262,6261,0.000185
6272,6271,0.000141
6282,6281,0.000127
6292,6291,0.000223
6302,6301,0.00022
6312,6311,9.2e-05
6322,6321,0.000241
6332,6331,0.000114
6342,6341,4.6e-05
6352,6351,-0.000525
6362,6361,0.000158
6372,6371,0.000194
6382,6381,2.8e-05
6392,6391,7.9e-05
6402,6401,7.99999e-05
6412,6411,4.8e-05
6422,6421,5.30001e-05
6432,6431,6.80001e-05
6442,6441,0.000132
6452,6451,7.7e-05
6462,6461,0.000108
6472,6471,0.000321
6482,6481,-0.000116
6492,6491,0.000115
6502,6501,0.000187
6512,6511,0.000181
6522,6521,0.000177
6532,6531,0.000245
6542,6541,0.0002
6552,6551,0.000128
6562,6561,9e-05
6572,6571,8.60001e-05
6582,6581,0.000146
6592,6591,9.69999e-05
6602,6601,0.000523
6612,6611,-8.70001e-05
6622,6621,0.000132
6632,6631,9.99999e-05
6642,6641,7.5e-05
6652,6651,4.00001e-05
6662,6661,0.000175
6672,6671,4.79999e-05
6682,6681,0.000245
6692,6691,0.000153
6702,6701,0.000247
6712,6711,6.2e-05
6722,6721,0.000156
6732,6731,0.000258
6742,6741,0.000369
6752,6751,0.000188
6762,6761,0.000223
6772,6771,0.000138
6782,6781,0.000125
6792,6791,0.000183
6802,6801,0.000143
6812,6811,3.7e-05
6822,6821,1.00001e-05
6832,6831,0.000188
6842,6841,0.000294
6852,6851,0.000172
6862,6861,0.000247
6872,6871,7.99994e-06
6882,6881,0.000371
6892,6891,-9.00007e-06
6902,6901,0.00018
6912,6911,0.000172
6922,6921,0.000235
6932,6931,9.4e-05
6942,6941,0.000144
6952,6951,0.000114
6962,6961,0.000286
6972,6971,0.000149
6982,6981,9e-05
6992,6991,8.8e-05
7002,7001,-8.19999e-05
7012,7011,6.2e-05
7022,7021,8.49999e-05
7032,7031,0.00039
7042,7041,0.000159
7052,7051,0.000151
7062,7061,0.000123
7072,7071,0.001539
7082,7081,0.000237
7092,7091,-0.00033
7102,7101,0.000156
7112,7111,0.000264
7122,7121,0.00028
7132,7131,0.00017
7142,7141,0.000249
7152,7151,0.000143
7162,7161,0.000167
7172,7171,0.000131
7182,7181,0.000288
7192,7191,0.000139
7202,7201,0.000248
7212,7211,0.000342
7222,7221,0.000144
7232,7231,0.000118
7242,7241,0.000219
7252,7251,0.000192
7262,7261,0.000162
7272,7271,0.000368
7282,7281,0.000152
7292,7291,0.000148
7302,7301,0.000269
7312,7311,0.000203
7322,7321,0.000151
7332,7331,0.000209
7342,7341,0.000322
7352,7351,0.000355
7362,7361,0.000229
7372,7371,0.0003
7382,7381,0.000182
